,,l-League,l-Year,l-Rank,l-Rank_SC,l-W_SC,l-D_SC,l-L_SC,l-+/-_SC,l-Pts_SC,l-Goals_For_SC,l-Goals_Against_SC,l-VRank_SC,l-Avg_Player_Value_(m)_SC,l-Value_(m)_SC,l-Squad_SC,l-Avg_Age_SC,l-Foreigners_SC,League,Year,Rank,Rank_SC,W_SC,D_SC,L_SC,+/-_SC,Pts_SC,Goals_For_SC,Goals_Against_SC,VRank_SC,Avg_Player_Value_(m)_SC,Value_(m)_SC,Squad_SC,Avg_Age_SC,Foreigners_SC
Germany,Hamburger SV,L1,2005.0,8.0,0.4444444444444444,0.47058823529411764,0.08823529411764706,0.4411764705882353,0.14705882352941177,1.5,1.6176470588235294,1.4705882352941178,0.4444444444444444,0.1460650662488125,0.14417266422111824,-0.29501482637276305,-1.240141499164894,0.03083132079891026,L1,2006.0,3.0,0.16666666666666666,0.6176470588235294,0.14705882352941177,0.23529411764705882,0.6764705882352942,2.0,1.5588235294117647,0.8823529411764706,0.16666666666666666,0.712169813924442,1.093404571545097,1.1149412193707495,-1.2039256838362673,0.5727445524498278
Germany,VfL Wolfsburg,L1,2005.0,9.0,0.5,0.4411764705882353,0.08823529411764706,0.47058823529411764,-0.058823529411764705,1.411764705882353,1.4411764705882353,1.5,0.5,0.1460650662488125,-0.02380411706599589,-1.432929156667705,1.20616501973571,0.585795095179297,L1,2006.0,15.0,0.8333333333333334,0.20588235294117646,0.38235294117647056,0.4117647058823529,-0.6470588235294118,1.0,0.9705882352941176,1.6176470588235294,0.5,-0.1534133360739538,-0.16155700426763134,-0.2229882438741499,1.4366172025609143,2.088833073640548
Germany,Hannover 96,L1,2005.0,10.0,0.5555555555555556,0.38235294117647056,0.17647058823529413,0.4411764705882353,-0.058823529411764705,1.3235294117647058,1.0,1.0588235294117647,0.6111111111111112,-0.5431727426778368,-0.45894396954309175,1.2222042806871596,-0.01698823971459017,1.9732045311302635,L1,2006.0,12.0,0.6666666666666666,0.20588235294117646,0.5,0.29411764705882354,-0.11764705882352941,1.1176470588235294,1.2647058823529411,1.3823529411764706,0.6666666666666666,-0.5747148692590136,-0.6034953623580979,0.2229882438741499,-0.38444685702334974,-0.6401262645027485
Germany,1.FSV Mainz 05,L1,2005.0,11.0,0.6111111111111112,0.35294117647058826,0.20588235294117646,0.4411764705882353,-0.14705882352941177,1.2647058823529411,1.4705882352941178,1.6176470588235294,1.0,-1.090690867297096,-1.1588472249060675,0.08428995039221762,1.511953334598286,-2.4665056639128298,L1,2006.0,11.0,0.6111111111111112,0.2647058823529412,0.3235294117647059,0.4117647058823529,-0.029411764705882353,1.1176470588235294,1.3529411764705883,1.3823529411764706,0.8333333333333334,-0.6896152874003937,-0.8130232177222616,-0.6689647316224496,-0.02023404510649822,-1.852997081455325
Germany,1.FC Kaiserslautern,L1,2005.0,12.0,0.6666666666666666,0.35294117647058826,0.17647058823529413,0.47058823529411764,-0.2647058823529412,1.2352941176470589,1.2647058823529411,1.5294117647058822,0.7222222222222222,-0.6825691534719904,-0.7050432856192923,0.08428995039221762,0.49265895172303525,-0.5241324535814764,L1,2006.0,16.0,0.8888888888888888,0.23529411764705882,0.2647058823529412,0.5,-0.7058823529411765,0.9705882352941176,1.3823529411764706,2.088235294117647,0.8888888888888888,-0.8045157055417737,-0.823223915943938,1.1149412193707495,0.5260851727687823,-0.03369085602646033
Germany,Arminia Bielefeld,L1,2005.0,13.0,0.7222222222222222,0.3235294117647059,0.20588235294117646,0.47058823529411764,-0.35294117647058826,1.1764705882352942,1.088235294117647,1.4411764705882353,0.8888888888888888,-0.9505200319985305,-0.947676414145124,1.2222042806871596,-0.22084711628964324,0.3083132079891036,L1,2006.0,13.0,0.7222222222222222,0.29411764705882354,0.20588235294117646,0.5,-0.4411764705882353,1.088235294117647,0.9411764705882353,1.3823529411764706,0.9444444444444444,-0.8619659146124635,-0.9481135455228409,0.2229882438741499,0.3439787668103565,-0.03369085602646033
Germany,1.FC Nuremberg,L1,2005.0,14.0,0.7777777777777778,0.29411764705882354,0.23529411764705882,0.47058823529411764,-0.23529411764705882,1.1176470588235294,1.6176470588235294,1.8529411764705883,0.6666666666666666,-0.5664054778101957,-0.6743808572891049,-1.0536243799027243,-0.5266354311522156,-1.079096227961863,L1,2006.0,8.0,0.4444444444444444,0.35294117647058826,0.23529411764705882,0.4117647058823529,-0.058823529411764705,1.2941176470588236,1.4411764705882353,1.5,0.5555555555555556,-0.3755541444806218,-0.41657445980954116,-0.2229882438741499,-0.6576064659609899,0.26952684821168377
Germany,Borussia Mönchengladbach,L1,2005.0,15.0,0.8333333333333334,0.23529411764705882,0.35294117647058826,0.4117647058823529,-0.47058823529411764,1.0588235294117647,1.0294117647058822,1.5,0.5555555555555556,-0.46573029223664014,-0.29363348637164594,1.9808138342171209,1.1042355814481835,0.8632769823694902,L1,2006.0,10.0,0.5555555555555556,0.29411764705882354,0.35294117647058826,0.35294117647058826,-0.23529411764705882,1.2352941176470589,1.2352941176470589,1.4705882352941178,0.6111111111111112,-0.4981145904980937,-0.4780543436861315,0.6689647316224496,0.8902979846856338,1.7856153694024042
Germany,VfL Bochum,L1,2005.0,16.0,0.8888888888888888,0.2647058823529412,0.23529411764705882,0.5,-0.6176470588235294,1.0294117647058822,1.3823529411764706,2.0,0.7777777777777778,-0.7584627549043631,-0.7677012913375016,0.4635947271571983,0.18687063686045927,1.6957226439400703,,,,,,,,,,,,,,,,,
Germany,FC Hansa Rostock,L1,2005.0,17.0,0.9444444444444444,0.20588235294117646,0.2647058823529412,0.5294117647058824,-1.0,0.8823529411764706,0.9117647058823529,1.911764705882353,0.8333333333333334,-0.7793722165234861,-0.914347687699268,-1.432929156667705,1.4100238963107594,-0.5241324535814764,,,,,,,,,,,,,,,,,
Germany,SC Freiburg,L1,2005.0,18.0,1.0,0.08823529411764706,0.2647058823529412,0.6470588235294118,-1.3235294117647058,0.5294117647058824,0.8823529411764706,2.2058823529411766,0.9444444444444444,-0.9528433055117663,-1.0068682323129643,0.08428995039221762,-0.32277655457716614,0.8632769823694902,,,,,,,,,,,,,,,,,
Germany,1. FC Köln,,,,,,,,,,,,,,,,,,L1,2006.0,17.0,0.9444444444444444,0.20588235294117646,0.2647058823529412,0.5294117647058824,-0.6470588235294118,0.8823529411764706,1.4411764705882353,2.088235294117647,0.7222222222222222,-0.7202553989047618,-0.6509148243615664,2.006894194867349,0.5260851727687823,0.26952684821168377
Germany,MSV Duisburg,,,,,,,,,,,,,,,,,,L1,2006.0,18.0,1.0,0.14705882352941177,0.35294117647058826,0.5,-0.8529411764705882,0.7941176470588235,1.0,1.8529411764705883,1.0,-1.0266565139484416,-1.1871407173659068,-0.6689647316224496,1.5276704055401287,-1.5497793772171808
Germany,Eintracht Frankfurt,,,,,,,,,,,,,,,,,,L1,2006.0,14.0,0.7777777777777778,0.2647058823529412,0.2647058823529412,0.47058823529411764,-0.2647058823529412,1.0588235294117647,1.2352941176470589,1.5,0.7777777777777778,-0.6666352037721177,-0.7523704174852668,-0.2229882438741499,0.16187236085193077,-0.6401262645027485
Italy,Juventus FC,IT1,2005.0,1.0,0.05,0.6842105263157895,0.21052631578947367,0.10526315789473684,1.0526315789473684,2.263157894736842,1.763157894736842,0.7105263157894737,0.05,2.5969529116568846,2.4852079402455947,0.018051012035796333,0.5048298440600564,0.7179924278790457,IT1,2006.0,20.0,1.0,0.7105263157894737,0.2631578947368421,0.02631578947368421,1.236842105263158,0.0,1.868421052631579,0.631578947368421,0.05,2.859546764324814,2.555271014430948,-0.7272092263088994,1.0308647902336356,0.6313135041582755
Italy,AC Milan,IT1,2005.0,2.0,0.1,0.6052631578947368,0.2631578947368421,0.13157894736842105,0.9210526315789473,2.0789473684210527,1.6578947368421053,0.7368421052631579,0.1,2.3959577723623187,2.1163915256654917,-0.3429692286801252,1.5237524650986969,1.3163194511115839,IT1,2006.0,3.0,0.15,0.7368421052631579,0.10526315789473684,0.15789473684210525,1.4210526315789473,1.5263157894736843,2.236842105263158,0.8157894736842105,0.1,2.3563451994427806,2.086014777084351,-0.7272092263088994,1.8899187820949985,0.9509659113270226
Italy,FC Internazionale,IT1,2005.0,3.0,0.15,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.7368421052631579,1.894736842105263,1.7105263157894737,0.9736842105263158,0.15,1.156487746712495,1.7254697682884401,2.0036623359733645,-0.6993514353492493,2.9118581797316856,IT1,2006.0,1.0,0.05,0.6052631578947368,0.18421052631578946,0.21052631578947367,1.0,2.0,1.7894736842105263,0.7894736842105263,0.15,0.9852363483421939,1.6686583994493958,1.830010031041078,-0.49634230640879123,3.1885327615082524
Italy,Udinese Calcio,IT1,2005.0,4.0,0.2,0.4473684210526316,0.2894736842105263,0.2631578947368421,0.42105263157894735,1.631578947368421,1.4736842105263157,1.0526315789473684,0.35,0.03665768492848512,-0.12665061108369308,-0.8844995897540074,-0.05094613105193187,1.3163194511115839,IT1,2006.0,11.0,0.55,0.2894736842105263,0.2631578947368421,0.4473684210526316,-0.3684210526315789,1.131578947368421,1.0526315789473684,1.4210526315789473,0.35,-0.18274526555830545,-0.07328308135726953,0.7112266059504629,-0.9735945241095492,0.9509659113270226
Italy,UC Sampdoria,IT1,2005.0,5.0,0.25,0.4473684210526316,0.2631578947368421,0.2894736842105263,0.34210526315789475,1.605263157894737,1.105263157894737,0.7631578947368421,0.55,-0.4849725575264599,-0.5161538437892828,-0.3429692286801252,0.13431252731872978,-1.4758733239735942,IT1,2006.0,12.0,0.6,0.2631578947368421,0.2894736842105263,0.4473684210526316,-0.10526315789473684,1.0789473684210527,1.236842105263158,1.3421052631578947,0.45,-0.3720229184038409,-0.41009279449748337,-0.2477306155557786,-0.019090088708033304,-0.9669485316854601
Italy,US Palermo,IT1,2005.0,6.0,0.3,0.3157894736842105,0.4473684210526316,0.23684210526315788,0.10526315789473684,1.394736842105263,1.263157894736842,1.1578947368421053,0.4,0.15629764879429817,-0.18812001351371027,-1.7870501915438113,0.041683198133400594,-1.0769886418185688,IT1,2006.0,5.0,0.25,0.34210526315789475,0.34210526315789475,0.3157894736842105,-0.05263157894736842,1.368421052631579,1.3157894736842106,1.368421052631579,0.3,-0.09041470319462962,-0.018146971732892783,0.39157419878171573,-0.5917927499489408,-0.647296124516713
Italy,FC Messina Peloro,IT1,2005.0,7.0,0.35,0.3157894736842105,0.3157894736842105,0.3684210526315789,-0.21052631578947367,1.263157894736842,1.1578947368421053,1.368421052631579,0.8,-0.7979507029994268,-0.7330699081336703,1.1011117341835608,-0.4214634477932551,-0.07977693643100515,IT1,2006.0,17.0,0.85,0.15789473684210525,0.34210526315789475,0.5,-0.6842105263157895,0.8157894736842105,0.868421052631579,1.5526315789473684,0.75,-0.6513228695539603,-0.6680338986532628,0.07192179161296856,0.3627116854525751,0.15183489340515477
Italy,AS Roma,IT1,2005.0,8.0,0.4,0.2894736842105263,0.3157894736842105,0.39473684210526316,-0.07894736842105263,1.1842105263157894,1.4473684210526316,1.5263157894736843,0.2,1.099060564056905,1.0986000738915531,0.19856113239375708,-1.8109033855732224,-0.07977693643100515,IT1,2006.0,2.0,0.1,0.5,0.3157894736842105,0.18421052631578946,0.7368421052631579,1.8157894736842106,1.8421052631578947,1.105263157894737,0.2,0.8698231453875991,1.0006724452392843,0.23174799519734215,-1.5462971853504568,0.15183489340515477
Italy,AS Livorno,IT1,2005.0,9.0,0.45,0.2894736842105263,0.3157894736842105,0.39473684210526316,-0.2894736842105263,1.1842105263157894,1.2894736842105263,1.5789473684210527,0.95,-0.8218786957725893,-0.8235008559393686,-0.3429692286801252,1.0606058191720413,-0.47866161858603057,IT1,2006.0,6.0,0.3,0.3157894736842105,0.34210526315789475,0.34210526315789475,-0.18421052631578946,1.2894736842105263,0.9736842105263158,1.1578947368421053,0.55,-0.3581733340492895,-0.4714616817315721,-0.887035429893273,1.0308647902336356,-0.32764371734796593
Italy,Reggina Calcio,IT1,2005.0,10.0,0.5,0.2631578947368421,0.3684210526315789,0.3684210526315789,-0.23684210526315788,1.1578947368421053,0.9473684210526315,1.1842105263157894,0.9,-0.7448305590430059,-0.772670388545316,-0.7039894693960467,-1.0698687520905759,-0.47866161858603057,IT1,2006.0,13.0,0.65,0.2894736842105263,0.21052631578947367,0.5,-0.6842105263157895,1.0789473684210527,1.0263157894736843,1.7105263157894737,0.7,-0.6213154367857657,-0.6240448720616406,0.23174799519734215,-0.7826936370292433,-0.4874699209323395
Italy,US Lecce,IT1,2005.0,11.0,0.55,0.2631578947368421,0.3684210526315789,0.3684210526315789,-0.18421052631578946,1.1578947368421053,1.736842105263158,1.9210526315789473,0.7,-0.49454375463572486,-0.5882621812552644,-1.0650097101119682,-1.6256447272025607,0.518550086801533,IT1,2006.0,18.0,0.9,0.18421052631578946,0.21052631578947367,0.6052631578947368,-0.7105263157894737,0.7631578947368421,0.7894736842105263,1.5,0.6,-0.5289848744220899,-0.5221629303644229,0.23174799519734215,-1.832648515970912,0.3116610969895283
Italy,Cagliari Calcio,IT1,2005.0,12.0,0.6,0.2631578947368421,0.3684210526315789,0.3684210526315789,-0.23684210526315788,1.1578947368421053,1.3421052631578947,1.5789473684210527,1.0,-0.7764155095035805,-0.8365039987611032,-1.4260299508278897,1.0606058191720413,-0.877546300741056,IT1,2006.0,14.0,0.7,0.21052631578947367,0.39473684210526316,0.39473684210526316,-0.34210526315789475,1.0263157894736843,1.105263157894737,1.4473684210526316,0.85,-0.570533627485744,-0.7199337583649044,-1.5263402442307672,-0.4008918628686383,-0.9669485316854601
Italy,SS Lazio,IT1,2005.0,13.0,0.65,0.2894736842105263,0.2894736842105263,0.42105263157894735,-0.13157894736842105,1.1578947368421053,1.263157894736842,1.394736842105263,0.45,-0.3270478052235867,-0.2082157796927544,1.1011117341835608,0.690088502430718,0.3191077457240203,IT1,2006.0,16.0,0.8,0.42105263157894735,0.3684210526315789,0.21052631578947367,0.2631578947368421,0.8421052631578947,1.5,1.236842105263158,0.4,-0.3350906934583706,-0.1517921070180667,1.5103576238723309,-0.019090088708033304,0.4714873005739019
Italy,AC Siena,IT1,2005.0,14.0,0.7,0.23684210526315788,0.42105263157894735,0.34210526315789475,-0.2894736842105263,1.131578947368421,1.1578947368421053,1.4473684210526316,0.5,-0.48975815608109236,-0.4700517919667699,0.19856113239375708,1.8942697818400236,-0.2792192775085179,IT1,2006.0,15.0,0.75,0.23684210526315788,0.3157894736842105,0.4473684210526316,-0.47368421052631576,1.0263157894736843,1.105263157894737,1.5789473684210527,0.9,-0.6120823805493981,-0.7279644525928026,-1.2066878370620202,1.9853692256351514,-0.8071223281010866
Italy,Chievo Verona,IT1,2005.0,15.0,0.75,0.2894736842105263,0.2631578947368421,0.4473684210526316,-0.4473684210526316,1.131578947368421,0.8421052631578947,1.2894736842105263,0.6,-0.6189693170561704,-0.5719491475334522,0.5595813731096786,0.22694185650406223,-0.6781039596635433,IT1,2006.0,4.0,0.2,0.34210526315789475,0.39473684210526316,0.2631578947368421,0.13157894736842105,1.4210526315789473,1.4210526315789473,1.2894736842105263,0.65,-0.42742125582204643,-0.5533268184129836,-1.0468616334776466,0.3627116854525751,-0.9669485316854601
Italy,ACF Fiorentina,IT1,2005.0,16.0,0.8,0.23684210526315788,0.39473684210526316,0.3684210526315789,-0.21052631578947367,1.105263157894737,1.105263157894737,1.3157894736842106,0.25,-0.03034069483637025,0.20291995425262976,1.6426420952574432,-0.05094613105193187,0.518550086801533,IT1,2006.0,9.0,0.45,0.5789473684210527,0.21052631578947367,0.21052631578947367,0.6578947368421053,1.1578947368421053,1.736842105263158,1.0789473684210527,0.25,0.38970422109648484,0.5149952361132536,0.39157419878171573,0.4581621289927246,0.6313135041582755
Italy,Bologna FC 1909,IT1,2005.0,17.0,0.85,0.23684210526315788,0.39473684210526316,0.3684210526315789,-0.07894736842105263,1.105263157894737,0.868421052631579,0.9473684210526315,0.85,-0.7874223861792353,-0.7651049236308524,0.19856113239375708,0.690088502430718,-0.877546300741056,,,,,,,,,,,,,,,,,
Italy,Parma FC,IT1,2005.0,18.0,0.9,0.2631578947368421,0.3157894736842105,0.42105263157894735,-0.4473684210526316,1.105263157894737,1.263157894736842,1.7105263157894737,0.3,0.051014480592382595,0.1818785049592777,0.9206016138256001,-1.6256447272025607,-0.47866161858603057,IT1,2006.0,7.0,0.35,0.3157894736842105,0.23684210526315788,0.4473684210526316,-0.3684210526315789,1.1842105263157894,1.2105263157894737,1.5789473684210527,0.5,-0.42742125582204643,-0.46343098750367384,-0.2477306155557786,-0.8781440805693963,-0.4874699209323395
Italy,Brescia Calcio,IT1,2005.0,19.0,0.95,0.2894736842105263,0.21052631578947367,0.5,-0.4473684210526316,1.0789473684210527,0.9736842105263158,1.4210526315789473,0.65,-0.4706157618625624,-0.5841248176301671,-1.2455198304699289,-0.4214634477932551,0.11966540464650756,,,,,,,,,,,,,,,,,
Italy,Atalanta BC,IT1,2005.0,20.0,1.0,0.21052631578947367,0.2894736842105263,0.5,-0.2894736842105263,0.9210526315789473,0.8947368421052632,1.1842105263157894,0.75,-0.6476829083839656,-0.6260895058275826,0.19856113239375708,-0.05094613105193187,-0.877546300741056,,,,,,,,,,,,,,,,,
Italy,Empoli FC,,,,,,,,,,,,,,,,,,IT1,2006.0,8.0,0.4,0.34210526315789475,0.15789473684210525,0.5,-0.3684210526315789,1.1842105263157894,1.236842105263158,1.605263157894737,0.8,-0.5336014025402737,-0.7037525088012285,-1.6861664478151408,0.9354143466934826,-1.2866009388542072
Italy,Treviso FBC 1993,,,,,,,,,,,,,,,,,,IT1,2006.0,19.0,0.95,0.07894736842105263,0.3157894736842105,0.6052631578947368,-0.8421052631578947,0.5526315789473685,0.631578947368421,1.4736842105263157,1.0,-0.8839958867104235,-0.8652054211143488,1.5103576238723309,-0.4008918628686383,0.3116610969895283
Italy,Ascoli Calcio 1898,,,,,,,,,,,,,,,,,,IT1,2006.0,10.0,0.5,0.23684210526315788,0.42105263157894735,0.34210526315789475,-0.2631578947368421,1.131578947368421,1.131578947368421,1.394736842105263,0.95,-0.8655297742376883,-0.8529795881106828,1.1907052167035836,-0.11454053224818285,-0.8071223281010866
France,Olympique Lyon,FR1,2005.0,1.0,0.05,0.5789473684210527,0.34210526315789475,0.07894736842105263,0.8947368421052632,2.0789473684210527,1.4736842105263157,0.5789473684210527,0.05,3.084998211400871,2.9297355074786524,-0.7749169490439812,-0.5531900406207468,-0.9102789884923906,FR1,2006.0,1.0,0.05,0.6578947368421053,0.23684210526315788,0.10526315789473684,1.105263157894737,2.210526315789474,1.9210526315789473,0.8157894736842105,0.05,3.590646163138716,3.202570789309006,-1.1266763986053103,0.38111078642080054,-0.914717078348661
France,LOSC Lille,FR1,2005.0,2.0,0.1,0.47368421052631576,0.34210526315789475,0.18421052631578946,0.6052631578947368,1.763157894736842,1.368421052631579,0.7631578947368421,0.3,0.19457604680978985,0.14719002656598562,-0.42268197220580783,-0.6537700480063385,-0.19633468379247662,FR1,2006.0,3.0,0.15,0.42105263157894735,0.3684210526315789,0.21052631578947367,0.6578947368421053,1.631578947368421,1.4736842105263157,0.8157894736842105,0.3,0.30864422382651063,0.3810693830280293,-0.02209169409030051,-0.9444919489559006,-0.21999524669144999
France,AS Monaco,FR1,2005.0,3.0,0.15,0.39473684210526316,0.47368421052631576,0.13157894736842105,0.4473684210526316,1.6578947368421053,1.368421052631579,0.9210526315789473,0.1,1.6292381431031733,1.8511183925337549,0.28178798147053896,-0.35203002584956716,0.8745817732573944,FR1,2006.0,10.0,0.5,0.34210526315789475,0.34210526315789475,0.3157894736842105,0.15789473684210525,1.368421052631579,1.105263157894737,0.9473684210526315,0.1,1.0993856237126116,1.470423937173618,0.4197421877157034,0.8229783648797036,0.011578697194287014
France,Stade Rennais FC,FR1,2005.0,4.0,0.2,0.39473684210526316,0.2631578947368421,0.34210526315789475,0.18421052631578946,1.4473684210526316,1.2894736842105263,1.105263157894737,0.25,0.30006590683136225,0.3281540275783354,-0.07044699536763444,-1.8607301366334201,0.5176096209074375,FR1,2006.0,7.0,0.35,0.47368421052631576,0.13157894736842105,0.39473684210526316,-0.02631578947368421,1.5526315789473684,1.263157894736842,1.2894736842105263,0.25,0.26613124533801036,0.4044649170767935,0.19882524681270144,-1.8282271058737027,1.169448416622972
